id,created_at,updated_at,code,fabric_weave,currency,supplier_id,price,name,fabric_blend_one,fabric_blend_one_percent,fabric_blend_two,fabric_blend_two_percent,fabric_blend_three,fabric_blend_three_percent,weight,weight_unit,fabric_type,price_unit,status,published,description,dispatch_time_sample,factory_location,width,width_unit,finishing,dispatch_time_mass_quantity_min,dispatch_time_mass_quantity_max,minimal_order_quantity,uuid,notify_fc_team,moq,swatch_price,swatch_quantity,properties,only_for_brands,end_use,supp_name,supp_fabric_type,supp_specialty,supp_end_uses,supp_fibers,tiered_price_starts_from,tiered_price,var_colour,var_pantone,var_hex
1817,2020-12-02 21:31:08.078000+00:00,2021-06-18 12:40:03.264000+00:00,NWP-006PIK,blank_weave,USD,18,21.87,XXXXXXXXXXman Nylon Wool,Nylon / Polyamide,93.0,Wool,5.0,Elastane / OP / Spandex,2.0,208.0,g/m2,Woven,m,public,True,Recycled version available,5-7 days,Taiwan,127.0,cm,"C6 DWR+3LAYER+Xpore PFC FREE NANO POROUS MEMBRANE 15K/10K(JIS A1)+NYLON 10D TRICOT (A/P 0.08,ASTM D737)",68.72727272727273,73.72727272727273,3000.0,317a6da4-ed2c-4493-a2ac-8fa35bd5db43,False,3000.0,2,2.0,"['Air Permeability', 'Breathable', 'Durable Water Repellent (DWR)', 'Anti-Odor', 'Anti-Bacterial', 'Moisture Permeability (M/P)', 'Stretch', 'Waterproof (W/P)', 'Wind Proof']",[],"['Hardshell Jacket', 'Jacket']",XXXXXXXXXXCo Ltd,Woven,"High performance, technical fabrics","Snow, Outdoor, Urban, Mountain, Workwear","Recycled Nylon, Recycled Polyester",3000.0,21.87,blank_colour,blank_pantone,blank_hex
2240,2021-04-08 11:31:47.083000+00:00,2021-07-28 10:23:10.274000+00:00,Organic Muslin Double Cloth,blank_weave,USD,27,2.9,XXXXXXXXXXslin Double Cloth,Organic Cotton,100.0,blank_blend_1,0.0,blank_blend_2,0.0,125.0,g/m2,Woven,m,public,True,"GOTS certified Double Cloth Muslin Fabric, 125 GSM - 63"" Greige 

Best for making children products like Bibs, Swaddles, washcloths etc.

Can also be made on 120' wide width.",5-7 days,India,160.0,cm,blank_finishing,45.0,50.0,1000.0,bbd72a1e-d211-49a2-950e-e628021d534e,False,1000.0,2,3.0,[],[],['Shirt'],XXXXXXXXXXics,Woven and Knits,blank_specialty,"Mens Wear, Women's wear, OOTD",Organic natural fibres,1000.0,2.9,Natural,blank_pantone,blank_hex
1258,2020-06-30 23:27:24.378000+00:00,2021-06-18 04:11:20.235000+00:00,Herringbone,Herringbone,USD,25,9.8,XXXXXXXXXXe Organic Cotton Hemp,Organic Cotton,60.0,Hemp,40.0,blank_blend_2,0.0,170.0,g/m2,Handwoven,m,public,True,"Organic fibres are grown using a production system that replenishes the soil and maintains its fertility. No synthetic pesticides nor synthetic fertilizers are allowed, while at the same time contributing to biologically diverse agriculture. There might be variation in appearance of the fabric as it is handwoven. Fabric width/ design/ weave/ colour can be customised.",30,India,139.54377880184333,cm,blank_finishing,45.0,50.0,50.0,6ea97d61-3c34-475f-9008-1a386f7321ac,False,50.0,2,0.0,[],[],"['Dress', 'Pants', 'Skirt']",XXXXXXXXXX,blank_fabrictype,"Wovens, small order",blank_end_uses,blank_fibers,50.0,9.8,blank_colour,blank_pantone,blank_hex
1428,2020-08-24 20:02:34.070000+00:00,2021-06-18 12:40:04.586000+00:00,TCM45139,Plain,USD,18,3.77,XXXXXXXXXXon Polyester 2,Cotton,67.0,Polyester (PET),33.0,blank_blend_2,0.0,125.0,g/m2,Woven,m,private,True,Recycled polyester version available. Polyester Bequem YA.,5-7 days,Taiwan,149.0,cm,DWR,60.0,65.0,0.0,9d4469a9-1eb7-400b-84be-a081f36950dc,False,0.0,2,4.0,['Durable Water Repellent (DWR)'],[],[],XXXXXXXXXXCo Ltd,Woven,"High performance, technical fabrics","Snow, Outdoor, Urban, Mountain, Workwear","Recycled Nylon, Recycled Polyester",0.0,3.77,blank_colour,blank_pantone,blank_hex
2364,2021-06-01 08:29:41.445000+00:00,2021-07-29 15:11:11.355000+00:00,5421,Single Jersey,EUR,76,11.12,XXXXXXXXXXsey TENCEL Micro Modal Cotton Elastane,TENCEL Micro Modal,46.0,Supima Cotton,46.0,Elastane / OP / Spandex,8.0,170.0,g/m2,Knit,m,public,True,Micro technology gives extra soft handfeel,5-7 days,Portugal,155.0,cm,Low chemical impact finishing,49.0,56.0,50.0,e86da50d-a24f-4943-9b06-f093fc838786,False,50.0,2,32.0,[],[],['Underwear'],XXXXXXXXXXiles S.A.,Knits,Sustainable Knits,blank_end_uses,"Rec. Synthetics, Organic Cotto",50.0,11.12,blank_colour,blank_pantone,blank_hex
2364,2021-06-01 08:29:41.445000+00:00,2021-07-29 15:11:11.355000+00:00,5421,Single Jersey,EUR,76,11.12,XXXXXXXXXXsey TENCEL Micro Modal Cotton Elastane,TENCEL Micro Modal,46.0,Supima Cotton,46.0,Elastane / OP / Spandex,8.0,170.0,g/m2,Knit,m,public,True,Micro technology gives extra soft handfeel,5-7 days,Portugal,155.0,cm,Low chemical impact finishing,49.0,56.0,50.0,e86da50d-a24f-4943-9b06-f093fc838786,False,50.0,2,32.0,[],[],['Underwear'],XXXXXXXXXXiles S.A.,Knits,Sustainable Knits,blank_end_uses,"Rec. Synthetics, Organic Cotto",300.0,8.55,blank_colour,blank_pantone,blank_hex
1937,2021-01-25 07:56:14.409000+00:00,2021-06-18 12:40:03.703000+00:00,PM0331AE5,Plain,USD,18,8.86,XXXXXXXXXXer Membrane Polyester,Polyester (PET),100.0,blank_blend_1,0.0,blank_blend_2,0.0,190.0,g/m2,Woven,m,public,True,blank_description,5-7 days,Taiwan,142.0,cm,P/D+SILVER MEMBRANE(FACE)+HIGH FREQUENCY(#4)+PS40G INSULATION 40G/M2+PM0194,68.72727272727273,73.72727272727273,2750.0,0a7689ad-776f-4f75-8270-c3fbbedc01d8,False,2750.0,2,4.0,[],[],[],XXXXXXXXXXCo Ltd,Woven,"High performance, technical fabrics","Snow, Outdoor, Urban, Mountain, Workwear","Recycled Nylon, Recycled Polyester",2750.0,8.86,blank_colour,blank_pantone,blank_hex
2261,2021-04-13 14:32:14.265000+00:00,2021-07-28 09:00:00.657000+00:00,N261010,Plain,EUR,23,10.4,XXXXXXXXXXcled Nylon,Recycled Nylon,100.0,blank_blend_1,0.0,blank_blend_2,0.0,115.0,g/m2,Woven,m,public,True,Recycled yarn version possible for bulk orders,5-7 days,Italy,148.0,cm,blank_finishing,63.0,70.0,0.0,cee5f4ef-8887-415a-aa49-7b325c79a05b,False,0.0,2,6.0,[],[],"['Softshell Jacket', 'Jacket']",XXXXXXXXXX,TECHNICAL AND OUTWEAR FABRICS,blank_specialty,MEDIUM HIGH LUXURY BRANDS,"Cotton, Polyamide (Nylon) ,Polyester, Wool, SE,LI",0.0,10.4,002697,blank_pantone,blank_hex
2261,2021-04-13 14:32:14.265000+00:00,2021-07-28 09:00:00.657000+00:00,N261010,Plain,EUR,23,10.4,XXXXXXXXXXcled Nylon,Recycled Nylon,100.0,blank_blend_1,0.0,blank_blend_2,0.0,115.0,g/m2,Woven,m,public,True,Recycled yarn version possible for bulk orders,5-7 days,Italy,148.0,cm,blank_finishing,63.0,70.0,0.0,cee5f4ef-8887-415a-aa49-7b325c79a05b,False,0.0,2,6.0,[],[],"['Softshell Jacket', 'Jacket']",XXXXXXXXXX,TECHNICAL AND OUTWEAR FABRICS,blank_specialty,MEDIUM HIGH LUXURY BRANDS,"Cotton, Polyamide (Nylon) ,Polyester, Wool, SE,LI",0.0,10.4,004387,blank_pantone,blank_hex
2261,2021-04-13 14:32:14.265000+00:00,2021-07-28 09:00:00.657000+00:00,N261010,Plain,EUR,23,10.4,XXXXXXXXXXcled Nylon,Recycled Nylon,100.0,blank_blend_1,0.0,blank_blend_2,0.0,115.0,g/m2,Woven,m,public,True,Recycled yarn version possible for bulk orders,5-7 days,Italy,148.0,cm,blank_finishing,63.0,70.0,0.0,cee5f4ef-8887-415a-aa49-7b325c79a05b,False,0.0,2,6.0,[],[],"['Softshell Jacket', 'Jacket']",XXXXXXXXXX,TECHNICAL AND OUTWEAR FABRICS,blank_specialty,MEDIUM HIGH LUXURY BRANDS,"Cotton, Polyamide (Nylon) ,Polyester, Wool, SE,LI",0.0,10.4,007705,blank_pantone,blank_hex
