id,status,type,quantity,requested_at,closed_at,delay_days,delay_note,material_id,user_id,project_id,created_at,updated_at,order_id,price,price_unit,surcharge,accepted_at,deleted_at,origin_quantity,variant_id,currency,bought_price
1744,delayed,swatch,1,2021-05-12T16:24:43.400Z,2021-05-19T09:34:40.354Z,30,Swatch comes in limited colour,734,168,,2021-05-11T17:47:23.933Z,2021-05-19T09:34:40.361Z,,2,,,,,,1171,,0
1742,delayed,swatch,1,2021-05-12T16:24:43.400Z,2021-05-19T09:34:39.114Z,30,Swatch comes in limited colour,734,168,,2021-05-11T17:47:02.612Z,2021-05-19T09:34:39.121Z,,33,,,,,,1174,,0
1898,available,sample,5,2021-07-09T09:30:14.859Z,2021-07-12T07:09:56.071Z,,,280,7,,2021-07-09T09:30:09.668Z,2021-07-12T07:09:56.081Z,,2.5,,,,,,202,,0
1781,delivered,sample,35,2021-05-27T14:08:42.867Z,2021-08-03T07:41:21.410Z,,Recycled version possible at additional Euro 1 / m,2266,532,,2021-05-27T13:59:53.696Z,2021-08-03T07:41:21.462Z,257,8.9,,35,2021-06-08T10:39:19.185Z,,,2346,EUR,312.5
1837,available,sample,1,2021-06-16T12:17:05.401Z,2021-06-16T12:18:43.225Z,,,1841,549,,2021-06-16T12:14:47.283Z,2021-06-16T12:18:43.233Z,,22,,,,,,1700,,0
1561,available,swatch,1,2021-04-09T04:05:48.446Z,,21,"hi there, lead time for this fabric is 3 weeks. Best, Support@ Techstyle",899,207,,2021-04-09T04:04:30.449Z,2021-04-09T08:28:28.979Z,,0,,,,,,518,,
1560,available,swatch,1,2021-04-09T04:05:48.446Z,,21,"hi there,
lead time for this fabric is 3 weeks

best
Support",2208,207,,2021-04-09T04:04:01.560Z,2021-04-09T08:29:19.972Z,,0,,,,,,2236,,
1942,initial,sample,4,,,,,856,434,,2021-07-23T13:34:08.315Z,2021-07-23T13:34:08.315Z,,9.64,,,,,,2851,,0
1815,available,swatch,3,2021-06-03T08:40:23.679Z,2021-06-04T08:38:32.072Z,,,244,7,,2021-06-02T08:28:37.268Z,2021-06-04T08:38:32.079Z,,2,,,,,,178,,0
1425,delivered,swatch,1,2021-03-01T14:08:40.846Z,,,,1502,386,,2021-03-01T11:59:23.049Z,2021-05-03T19:23:59.943Z,217,0,,,,,,1127,USD,0
1421,delivered,swatch,1,2021-03-01T14:08:40.846Z,,,,1740,386,,2021-03-01T11:44:56.315Z,2021-05-03T19:23:59.959Z,217,0,,,,,,1505,USD,0
164,delivered,sample,6,2020-03-31T08:43:00.120Z,,0,01-Apr send 6M in white color to TakalarValerie already ,81,69,116,2020-03-31T08:09:55.468Z,2021-05-27T14:23:34.288Z,92,5.65,m,,,,,56,USD,33.9
798,delivered,sample,1,2020-10-13T09:16:33.794Z,,9,,1735,180,,2020-10-08T11:42:10.690Z,2020-10-30T13:25:17.465Z,158,3.95,,,,,,1482,USD,3.95
795,delivered,sample,1,2020-10-06T11:14:57.564Z,,9,,1660,180,,2020-10-06T11:13:33.806Z,2020-10-30T13:25:17.483Z,158,3.95,,,,,,1397,USD,3.95
1615,available,sample,1,2021-04-26T14:48:40.380Z,2021-04-29T08:56:31.231Z,,,142,474,,2021-04-26T14:45:13.606Z,2021-04-29T08:56:31.239Z,,3.34,,,,,,107,,
1452,initial,swatch,1,,,,,1483,455,,2021-03-12T15:54:49.525Z,2021-03-12T15:54:49.525Z,,0,,,,,,1108,,
1614,available,sample,1,2021-04-26T14:48:40.380Z,,0,price for sampling is Usd 32.60/mt,849,474,,2021-04-26T14:42:49.173Z,2021-04-29T09:18:42.411Z,,28.35,,4,2021-04-29T09:18:42.405Z,,,468,,
1617,available,sample,1,2021-04-26T14:48:40.380Z,,0,Article available - price for less than 300mts is Usd 43.90/mt,1210,474,,2021-04-26T14:46:55.680Z,2021-04-29T09:18:44.868Z,,33.75,,10,2021-04-29T09:18:44.862Z,,,814,,
904,delivered,sample,1,2020-10-19T20:56:42.456Z,,0,,844,168,,2020-10-17T22:32:02.045Z,2021-05-03T19:24:00.043Z,159,58.45,,,,,,463,USD,58.45
1616,initial,sample,1,2021-04-26T14:48:40.380Z,,,,2044,474,,2021-04-26T14:46:41.013Z,2021-04-26T14:46:41.013Z,,23,,,,,,1994,,
919,delivered,sample,2.2,2020-10-19T20:56:42.456Z,,0,,494,168,,2020-10-19T20:54:13.477Z,2021-05-03T19:24:00.065Z,159,8.07,,,,,,1221,USD,17.754
903,delivered,sample,3.5,2020-10-19T20:56:42.456Z,,0,,491,168,,2020-10-17T22:29:11.256Z,2021-05-03T19:24:00.080Z,159,20.48,,,,,,257,USD,71.68
918,delivered,sample,2.2,2020-10-19T20:56:42.456Z,,0,,494,168,,2020-10-19T20:53:07.628Z,2021-05-03T19:24:00.095Z,159,8.07,,,,,,1220,USD,17.754
916,delivered,sample,3.5,2020-10-19T20:56:42.456Z,,0,,489,168,,2020-10-19T20:50:41.314Z,2021-05-03T19:24:00.111Z,159,12.75,,,,,,255,USD,44.625
917,delivered,sample,5,2020-10-19T20:56:42.456Z,,0,,489,168,,2020-10-19T20:51:17.929Z,2021-05-03T19:24:00.128Z,159,12.75,,,,,,1393,USD,63.75
1943,initial,sample,3,,,,,2156,434,,2021-07-23T13:35:27.371Z,2021-07-23T13:35:27.371Z,,19.9,,,,,,2184,,0
987,delivered,sample,45,2020-11-02T10:07:10.094Z,,0,50 yards (approx 45m) is available for immediate delivery,1793,151,,2020-11-02T10:06:48.254Z,2021-05-27T14:23:37.101Z,163,5.1,,,2020-11-02T14:59:44.866Z,,50,1576,USD,229.5
1746,available,sample,19,2021-05-12T02:44:30.650Z,,0,,391,69,,2021-05-12T02:43:52.079Z,2021-05-12T02:51:27.092Z,,3.72,,,,,,1075,,0
1769,shipped,sample,2300,2021-05-19T09:02:42.090Z,,60,"Weaving surcharge: USD $300
Custom handling surcharge :USD $200",391,379,,2021-05-19T09:02:38.226Z,2021-07-07T01:14:51.700Z,245,3.72,,500,2021-05-21T15:42:17.393Z,,,1862,USD,9056
1900,initial,swatch,1,,,,,1988,557,,2021-07-09T14:45:19.307Z,2021-07-09T14:45:19.307Z,,60,,,,,,1938,,0
976,available,sample,200,2020-10-29T16:10:11.826Z,2020-10-30T09:37:45.992Z,,,1088,7,,2020-10-29T16:10:09.513Z,2020-10-30T09:37:46.002Z,,1.92,,,,,,707,,0
1901,initial,sample,1,,,,,1988,557,,2021-07-09T14:45:19.639Z,2021-07-09T14:45:19.639Z,,60,,,,,,1938,,0
1944,initial,sample,3,,,,,1312,434,,2021-07-23T13:35:57.150Z,2021-07-23T13:35:57.150Z,,70.2,,,,,,908,,0
1945,initial,sample,5,,,,,2274,434,,2021-07-23T13:36:17.473Z,2021-07-23T13:36:17.473Z,,13.4,,,,,,2526,,0
1946,initial,sample,10,,,,,2203,434,,2021-07-23T13:36:42.255Z,2021-07-23T13:36:42.255Z,,3.99,,,,,,2231,,0
1962,delayed,sample,5,2021-08-03T13:24:49.654Z,2021-08-03T18:13:10.912Z,14,,2335,532,,2021-08-03T13:24:28.891Z,2021-08-03T18:13:10.919Z,,75,,,2021-08-03T13:28:28.070Z,,,2591,,0
1817,available,sample,4,2021-06-02T09:02:03.596Z,,0,,651,114,,2021-06-02T08:58:13.029Z,2021-06-07T07:14:44.857Z,,16.9,,,,,,360,,0
1818,available,sample,4,2021-06-02T09:02:03.596Z,,0,,487,114,,2021-06-02T09:00:04.033Z,2021-06-07T07:15:00.632Z,,11.95,,,,,,1796,,0
1819,available,sample,4,2021-06-02T09:02:03.596Z,,,we can offer the color 615 black,486,114,,2021-06-02T09:00:51.376Z,2021-06-07T07:15:29.188Z,,16.5,,,,,,252,,0
1820,available,sample,4,2021-06-02T09:02:03.596Z,,,we hv available 2 mts ,501,114,,2021-06-02T09:01:40.949Z,2021-06-07T07:15:55.963Z,,24.5,,,,,,267,,0
1179,delivered,sample,50,2020-12-03T22:00:15.779Z,,0,,494,168,,2020-12-03T21:56:07.391Z,2021-05-03T19:24:00.143Z,187,8.07,,,,,,1220,USD,403.5
799,delivered,sample,1,2020-10-13T09:16:33.794Z,,14,Need some time to prepare the greige with correct finishing for digital print,1734,180,,2020-10-08T11:42:20.999Z,2020-11-12T15:02:38.569Z,158,3.95,,,2020-10-15T13:11:20.400Z,,,1480,USD,3.95
1088,available,sample,5,2020-11-21T20:10:57.415Z,2020-11-21T20:11:31.291Z,,,1215,7,,2020-11-20T12:59:02.588Z,2020-11-21T20:11:31.298Z,,25,,,,,,819,,0
1436,initial,swatch,1,,,,,1189,427,,2021-03-02T18:32:20.062Z,2021-03-02T18:32:20.062Z,,0,,,,,,793,,
1437,initial,swatch,1,,,,,1321,427,,2021-03-02T18:32:32.127Z,2021-03-02T18:32:32.127Z,,0,,,,,,916,,
1902,shipped,swatch,1,2021-07-09T15:06:12.943Z,,,,1988,570,,2021-07-09T15:06:06.439Z,2021-07-12T20:02:23.154Z,269,60,,,,,,1938,USD,60
1772,delivered,sample,1,2021-05-20T11:42:38.980Z,,,,2336,168,,2021-05-20T11:33:24.126Z,2021-06-13T16:14:29.611Z,249,0.82,,,,,,2595,EUR,0.68
1295,available,sample,11,2021-01-21T08:58:19.334Z,2021-01-21T09:04:19.309Z,0,,25,7,,2021-01-21T08:58:09.671Z,2021-01-21T09:04:19.316Z,,100,,,,,,1,,0
1782,delivered,sample,1,2021-05-27T21:27:33.952Z,,0,,1403,168,,2021-05-27T21:27:27.245Z,2021-06-14T06:07:21.969Z,256,11.6,,32,2021-05-29T12:58:55.685Z,,,996,EUR,43.6
1773,delivered,sample,5,2021-05-20T11:42:38.980Z,,14,,1389,168,,2021-05-20T11:42:24.355Z,2021-06-14T06:07:21.984Z,253,34.54,,680,2021-06-04T07:13:54.556Z,,,982,EUR,852.7
45,delayed,sample,10,,,30,,190,7,,2020-01-28T18:43:07.781Z,2020-09-02T07:50:56.995Z,,3.8,,,,,,145,,0
52,initial,sample,5,2020-02-04T08:14:43.153Z,2020-02-12T08:25:19.946Z,,,203,7,,2020-02-04T08:14:29.534Z,2020-09-02T07:50:57.068Z,,4.2,,,,,,158,,0
55,delayed,sample,4,2020-02-13T09:27:30.728Z,2020-03-03T07:41:23.741Z,60,,189,7,,2020-02-13T09:27:21.471Z,2020-09-02T07:50:57.085Z,,3.9,,,2020-02-13T09:29:16.647Z,,,144,,0
140,available,sample,2,2020-03-26T07:41:56.827Z,2020-04-07T09:59:56.325Z,,MOQ >50m has 50% surcharge,277,7,,2020-03-26T07:41:48.521Z,2020-09-02T07:50:57.874Z,,2,,,,,,199,,0
220,delayed,sample,50,2020-04-30T05:26:19.099Z,2020-04-30T05:33:09.369Z,7,MOQ of $30 in total applies,267,7,,2020-04-30T05:26:13.571Z,2020-09-02T07:50:58.508Z,,2.5,,30,,,,191,,0
221,available,sample,30,2020-04-30T05:30:17.773Z,2020-04-30T05:33:07.604Z,0,MOQ $20 + MCQ $20,376,7,,2020-04-30T05:30:14.561Z,2020-09-02T07:50:58.530Z,,2.5,,40,,,,218,,0
225,available,sample,10,2020-04-30T14:37:59.655Z,2020-05-19T05:23:46.333Z,,,287,7,,2020-04-30T10:22:41.628Z,2020-09-02T07:50:58.554Z,,2.5,,,,,,208,,0
227,delayed,sample,50,2020-05-01T09:16:06.557Z,2020-05-01T09:17:28.393Z,7,,259,7,,2020-05-01T09:15:52.000Z,2020-09-02T07:50:58.570Z,,2,,,,,70,184,,0
229,available,sample,15,2020-05-01T09:22:11.246Z,2020-05-02T07:36:04.410Z,0,,240,7,,2020-05-01T09:21:30.709Z,2020-09-02T07:50:58.601Z,,2.5,,50,,,,176,,0
237,delayed,sample,10,2020-05-11T06:18:24.824Z,2020-05-13T15:09:11.514Z,60,MOQ of $50 + MCQ of $100,667,7,,2020-05-11T06:18:17.073Z,2020-09-02T07:50:58.630Z,,2.29,,50,,,,376,,0
274,delayed,sample,15,2020-06-01T05:12:23.790Z,2020-06-11T11:45:38.597Z,14,,198,7,,2020-06-01T05:12:18.752Z,2020-09-02T07:50:58.958Z,,9.2,,10,2020-06-01T05:13:12.984Z,,,153,,0
474,initial,sample,1,2020-07-24T14:53:42.376Z,2020-07-24T15:00:49.080Z,,,1085,7,218,2020-07-24T14:53:06.304Z,2020-09-02T07:51:01.068Z,,1.98,m,,,,,704,,0
271,delayed,sample,10,2020-05-29T09:14:45.229Z,2020-06-11T11:45:41.016Z,30,,192,7,,2020-05-29T09:14:42.103Z,2020-09-02T07:50:58.911Z,,3.85,,50,2020-05-29T09:15:50.794Z,,,147,,0
1014,available,sample,32,2020-11-09T17:28:21.709Z,2020-11-09T17:29:46.654Z,,,1616,299,,2020-11-03T23:17:36.703Z,2020-11-09T17:29:46.661Z,,3.26,,,,,,1344,,
337,delayed,sample,10,2020-06-18T14:10:59.057Z,2020-06-26T04:26:18.044Z,30,,192,7,,2020-06-18T14:10:50.352Z,2020-09-02T07:50:59.758Z,,3.85,,,2020-06-18T14:12:12.502Z,,,147,,0
280,delayed,sample,10,2020-06-02T09:27:19.739Z,2020-06-11T11:45:35.957Z,14,,198,7,,2020-06-02T09:27:01.526Z,2020-09-02T07:50:59.019Z,,9.2,,50,2020-06-02T09:29:01.874Z,,,153,,0
260,available,sample,150,2020-05-25T06:15:31.853Z,2020-06-26T04:26:23.228Z,0,,259,7,,2020-05-25T06:15:20.926Z,2020-09-02T07:50:58.817Z,,2,,,,,,184,,0
1296,available,sample,9,2021-01-21T09:04:41.326Z,2021-01-21T09:05:33.674Z,0,,25,7,,2021-01-21T09:04:36.389Z,2021-01-21T09:05:33.681Z,,100,,,,,,1,,0
1838,available,sample,1,2021-06-16T12:17:05.401Z,2021-06-16T12:18:45.493Z,,,1849,549,,2021-06-16T12:14:52.945Z,2021-06-16T12:18:45.500Z,,22,,,,,,1708,,0
1963,delayed,sample,5,2021-08-03T18:12:50.697Z,,7,,2266,532,,2021-08-03T18:12:42.372Z,2021-08-03T19:11:06.425Z,,8.9,,,2021-08-03T19:11:06.415Z,,,2346,,0
1625,initial,swatch,3,,,,,1924,172,,2021-04-26T17:28:43.489Z,2021-04-26T17:28:43.489Z,,2,,,,,,1873,,
1442,available,swatch,1,2021-03-09T13:18:25.145Z,,,,2041,259,,2021-03-09T13:17:41.158Z,2021-03-12T08:27:14.448Z,,0,,,,,,1991,,
1118,delivered,sample,566,2020-11-23T11:37:03.993Z,,,,1044,290,,2020-11-23T11:36:15.661Z,2021-05-27T14:23:36.566Z,181,1.93,,,,,,663,USD,1092.38
1117,delivered,sample,680,2020-11-23T11:37:03.993Z,,,,1015,290,,2020-11-23T11:35:35.932Z,2021-05-27T14:23:36.581Z,181,1.93,,,,,,634,USD,1312.4
1600,delivered,swatch,1,2021-04-25T17:12:30.120Z,,,,2272,168,,2021-04-25T17:01:49.884Z,2021-05-11T15:30:39.320Z,231,2,,,,,,2352,USD,2
1180,delivered,sample,50,2020-12-03T22:00:15.779Z,,0,,494,168,,2020-12-03T21:56:13.287Z,2021-05-03T19:24:00.191Z,187,8.07,,,,,,1221,USD,403.5
1173,delivered,sample,50,2020-12-03T22:00:15.779Z,,0,,489,168,,2020-12-03T21:53:25.855Z,2021-05-03T19:24:00.206Z,187,12.75,,,,,,1386,USD,637.5
1174,delivered,sample,50,2020-12-03T22:00:15.779Z,,0,,489,168,,2020-12-03T21:53:34.524Z,2021-05-03T19:24:00.221Z,187,12.75,,,,,,255,USD,637.5
1175,delivered,sample,50,2020-12-03T22:00:15.779Z,,0,,489,168,,2020-12-03T21:53:44.700Z,2021-05-03T19:24:00.237Z,187,12.75,,,,,,1393,USD,637.5
1176,delivered,sample,50,2020-12-03T22:00:15.779Z,,0,,650,168,,2020-12-03T21:54:24.419Z,2021-05-03T19:24:00.252Z,187,19.77,,,,,,359,USD,988.5
1177,delivered,sample,50,2020-12-03T22:00:15.779Z,,0,,494,168,,2020-12-03T21:55:43.057Z,2021-05-03T19:24:00.267Z,187,8.07,,,,,,1219,USD,403.5
1178,delivered,sample,50,2020-12-03T22:00:15.779Z,,0,,494,168,,2020-12-03T21:55:56.939Z,2021-05-03T19:24:00.282Z,187,8.07,,,,,,1222,USD,403.5
1015,delivered,sample,16,2020-11-06T09:20:28.383Z,,0,,486,151,,2020-11-06T09:20:13.579Z,2021-05-03T19:24:00.328Z,165,18.14,,,,,,252,USD,290.24
1025,available,sample,20,2020-11-11T11:39:59.808Z,2020-11-16T17:25:59.372Z,,,37,7,,2020-11-11T11:39:56.644Z,2020-11-16T17:25:59.381Z,,2.5,,,,,,13,,0
1297,available,sample,5,2021-01-21T09:06:04.581Z,2021-01-21T09:11:07.779Z,0,,25,7,,2021-01-21T09:05:59.629Z,2021-01-21T09:11:07.786Z,,100,,,,,,1,,0
1603,delivered,swatch,1,2021-04-25T17:12:30.120Z,,,,2258,168,,2021-04-25T17:03:32.023Z,2021-05-11T15:30:39.218Z,231,2,,,,,,2338,USD,2
1604,delivered,swatch,1,2021-04-25T17:12:30.120Z,,,,2254,168,,2021-04-25T17:04:13.130Z,2021-05-11T15:30:39.234Z,231,2,,,,,,2334,USD,2
1171,delivered,sample,50,2020-12-03T22:00:15.779Z,,0,,492,168,,2020-12-03T21:51:46.289Z,2021-05-03T19:24:00.374Z,187,12.4,,,,,,1229,USD,620
1172,delivered,sample,50,2020-12-03T22:00:15.779Z,,0,,489,168,,2020-12-03T21:53:11.440Z,2021-05-03T19:24:00.389Z,187,12.75,,,,,,1385,USD,637.5
1605,delivered,swatch,2,2021-04-25T17:12:30.120Z,,,,2253,168,,2021-04-25T17:04:30.631Z,2021-05-11T15:30:39.250Z,231,4,,,,,,2333,USD,8
979,delivered,sample,100,2020-10-30T07:16:21.125Z,,0,The delivery time around at Dec 4. ( Will try our best to push as quick as possible ),391,151,,2020-10-30T07:15:58.730Z,2021-05-03T19:24:00.420Z,163,4.7,,550,2020-11-02T09:39:02.296Z,,,1083,USD,1020
1606,delivered,swatch,1,2021-04-25T17:12:30.120Z,,,,2249,168,,2021-04-25T17:05:08.205Z,2021-05-11T15:30:39.265Z,231,2,,,,,,2277,USD,2
1181,delivered,sample,15,2020-12-03T22:00:15.779Z,,20,"Minimum to produce col.10001 are mts.50, lead time 4 weeks.
we'll be having available 15mts on col.10008 in 15days if interesting.",844,168,,2020-12-03T21:57:39.932Z,2021-05-03T19:24:00.451Z,187,58.45,,,2020-12-06T18:13:00.325Z,,,1198,USD,876.75
1607,delivered,swatch,1,2021-04-25T17:12:30.120Z,,,,1799,168,,2021-04-25T17:09:25.692Z,2021-05-11T15:30:39.283Z,231,2,,,,,,1651,USD,2
1601,delivered,swatch,1,2021-04-25T17:12:30.120Z,,,,2269,168,,2021-04-25T17:02:26.134Z,2021-05-11T15:30:39.303Z,231,2,,,,,,2349,USD,2
1602,delivered,swatch,1,2021-04-25T17:12:30.120Z,,,,2265,168,,2021-04-25T17:03:09.004Z,2021-05-11T15:30:39.202Z,231,2,,,,,,2374,USD,2
1608,delivered,swatch,1,2021-04-25T17:12:30.120Z,,,,734,168,,2021-04-25T17:10:27.809Z,2021-05-11T15:30:39.166Z,231,2,,,,,,1182,USD,2
1749,delayed,swatch,1,2021-05-12T16:24:43.400Z,2021-05-19T09:34:42.215Z,30,Swatch comes in limited colour,734,168,,2021-05-12T16:20:52.483Z,2021-05-19T09:34:42.222Z,,2,,,,,,1175,,0
1750,delayed,swatch,1,2021-05-12T16:24:43.400Z,2021-05-19T09:34:44.570Z,30,Swatch comes in limited colour,728,168,,2021-05-12T16:24:34.570Z,2021-05-19T09:34:44.577Z,,2,,,,,,2593,,0
1119,delivered,sample,43,2020-11-23T11:37:03.993Z,,,,1048,290,,2020-11-23T11:36:33.073Z,2021-05-03T19:24:00.512Z,181,1.93,,,,,,667,USD,82.99
1085,delivered,sample,8,2020-11-19T09:55:09.410Z,,,,1616,299,,2020-11-19T09:55:00.618Z,2021-05-03T19:24:00.527Z,175,3.26,,,,,,1344,USD,26.08
1190,delivered,sample,199,2020-12-07T07:45:42.548Z,,,,812,290,,2020-12-07T07:33:53.873Z,2021-05-03T19:24:00.542Z,188,1.92,,,,,,440,USD,382.08
1453,initial,swatch,1,,,,,953,455,,2021-03-12T15:56:40.958Z,2021-03-12T15:56:40.958Z,,0,,,,,,572,,
1097,available,sample,152,2020-11-23T03:11:52.278Z,2020-11-23T11:20:57.018Z,,,1007,304,,2020-11-23T03:07:15.455Z,2020-11-23T11:20:57.062Z,,1.93,,,,,,626,,
1096,available,sample,108,2020-11-23T03:11:52.278Z,2020-11-23T11:20:57.883Z,,,820,304,,2020-11-23T03:04:55.982Z,2020-11-23T11:20:57.890Z,,1.92,,,,,,448,,
1098,available,sample,401,2020-11-23T03:11:52.278Z,2020-11-23T11:21:01.667Z,,,1005,304,,2020-11-23T03:07:43.265Z,2020-11-23T11:21:01.675Z,,1.93,,,,,,624,,
1099,available,sample,869,2020-11-23T03:11:52.278Z,2020-11-23T11:21:02.722Z,,,1013,304,,2020-11-23T03:08:05.222Z,2020-11-23T11:21:02.729Z,,1.93,,,,,,632,,
1100,available,sample,337,2020-11-23T03:11:52.278Z,2020-11-23T11:21:03.441Z,,,1031,304,,2020-11-23T03:08:35.721Z,2020-11-23T11:21:03.449Z,,2.4,,,,,,650,,
1189,delivered,sample,261,2020-12-07T07:45:42.548Z,,,,1812,290,,2020-12-07T07:26:45.727Z,2021-05-03T19:24:00.557Z,188,0.9,,,,,,1670,USD,234.9
1187,delivered,sample,305,2020-12-07T07:45:42.548Z,,,,1584,290,,2020-12-07T06:40:55.812Z,2021-05-03T19:24:00.573Z,188,2.8,,,,,,1312,USD,854
1188,delivered,sample,121,2020-12-07T07:45:42.548Z,,,,1039,290,,2020-12-07T06:41:31.851Z,2021-05-03T19:24:00.589Z,188,0.9,,,,,,658,USD,108.9
1186,delivered,sample,298,2020-12-07T07:45:42.548Z,,,,1048,290,,2020-12-07T06:40:17.152Z,2021-05-03T19:24:00.603Z,188,1.93,,,,,,667,USD,575.14
1752,available,sample,1,2021-05-13T07:54:06.184Z,2021-05-18T07:58:59.681Z,0,,734,168,,2021-05-13T07:53:55.397Z,2021-05-18T07:58:59.689Z,,33,,,,,,1182,,0
1751,available,sample,1,2021-05-13T07:54:06.184Z,2021-05-18T19:37:11.251Z,,"Delivery Mid of June, fabric is being produced.",734,168,,2021-05-13T07:53:47.731Z,2021-05-18T19:37:11.257Z,,33,,,,,,1174,,0
1626,delayed,sample,4,2021-04-26T17:31:15.266Z,2021-05-05T08:28:31.507Z,7,Only 3y left,1924,69,,2021-04-26T17:29:37.350Z,2021-05-05T08:28:31.514Z,,18.05,,,,,,1873,,
1101,available,sample,65,2020-11-23T03:11:52.278Z,2020-11-23T11:21:03.977Z,,,1032,304,,2020-11-23T03:09:11.735Z,2020-11-23T11:21:03.984Z,,1.93,,,,,,651,,
1102,available,sample,83,2020-11-23T03:11:52.278Z,2020-11-23T11:21:04.358Z,,,1048,304,,2020-11-23T03:10:52.247Z,2020-11-23T11:21:04.365Z,,1.93,,,,,,667,,
1103,available,sample,150,2020-11-23T03:11:52.278Z,2020-11-23T11:21:04.784Z,,,1015,304,,2020-11-23T03:11:09.770Z,2020-11-23T11:21:04.790Z,,1.93,,,,,,634,,
1090,available,sample,363,2020-11-23T03:02:40.099Z,2020-11-23T11:21:05.229Z,,,1007,304,,2020-11-23T03:00:21.422Z,2020-11-23T11:21:05.236Z,,1.93,,,,,,626,,
1091,available,sample,476,2020-11-23T03:02:40.099Z,2020-11-23T11:21:05.914Z,,,1013,304,,2020-11-23T03:00:55.749Z,2020-11-23T11:21:05.920Z,,1.93,,,,,,632,,
1092,available,sample,680,2020-11-23T03:02:40.099Z,2020-11-23T11:21:06.427Z,,,1015,304,,2020-11-23T03:01:16.999Z,2020-11-23T11:21:06.434Z,,1.93,,,,,,634,,
1093,available,sample,566,2020-11-23T03:02:40.099Z,2020-11-23T11:21:06.790Z,,,1014,304,,2020-11-23T03:01:46.198Z,2020-11-23T11:21:06.797Z,,1.93,,,,,,633,,
1094,available,sample,43,2020-11-23T03:02:40.099Z,2020-11-23T11:21:07.658Z,,,1048,304,,2020-11-23T03:02:08.927Z,2020-11-23T11:21:07.665Z,,1.93,,,,,,667,,
1095,available,sample,95,2020-11-23T03:11:52.278Z,2020-11-23T11:20:55.605Z,,,812,304,,2020-11-23T03:04:36.358Z,2020-11-23T11:20:55.613Z,,1.92,,,,,,440,,
329,available,sample,10,2020-06-11T11:48:27.312Z,2020-06-26T04:26:21.691Z,0,,268,7,,2020-06-11T11:47:54.158Z,2020-09-02T07:50:59.679Z,,2.5,,,,,,192,,0
475,initial,sample,1,2020-07-24T14:53:42.376Z,2020-07-24T15:00:51.313Z,,,244,7,218,2020-07-24T14:53:06.311Z,2020-09-02T07:51:01.084Z,,2.5,m,,,,,178,,0
269,available,sample,15,2020-05-26T19:27:40.416Z,2020-06-11T11:45:42.380Z,0,,199,7,,2020-05-26T19:27:37.268Z,2020-09-02T07:50:58.895Z,,8.65,,,,,,154,,0
277,delayed,sample,10,2020-06-01T10:00:47.355Z,2020-06-11T11:45:37.394Z,30,,190,7,,2020-06-01T10:00:39.866Z,2020-09-02T07:50:59.004Z,,3.8,,10,2020-06-01T10:02:04.485Z,,,145,,0
350,delayed,sample,10,2020-06-29T08:16:57.887Z,2020-07-07T21:43:16.195Z,14,Surcharge for MOQ,190,7,,2020-06-29T08:16:52.557Z,2020-09-02T07:50:59.939Z,,3.8,,20,2020-06-29T08:19:41.484Z,,,145,,0
357,initial,sample,10,2020-07-01T00:30:34.021Z,2020-07-01T00:31:40.100Z,7,,1088,7,,2020-07-01T00:30:30.261Z,2020-09-02T07:51:00.132Z,,1.728,,,,,,707,,0
479,available,sample,0,2020-07-24T15:08:27.481Z,2020-07-24T16:24:15.924Z,0,,1085,7,218,2020-07-24T15:01:03.827Z,2020-09-02T07:51:01.147Z,,1.98,m,,,,,704,,0
478,available,sample,1,2020-07-24T15:08:27.481Z,2020-07-24T16:24:17.485Z,0,,244,7,218,2020-07-24T15:01:03.819Z,2020-09-02T07:51:01.131Z,,2.5,m,,,,,178,,0
477,available,sample,1,2020-07-24T15:08:27.481Z,2020-07-24T16:24:18.695Z,0,,1087,7,218,2020-07-24T15:01:03.810Z,2020-09-02T07:51:01.115Z,,1.92,m,,,,,706,,0
569,available,sample,2,2020-08-03T14:09:39.468Z,2020-08-03T14:21:10.306Z,,,1092,7,,2020-08-03T14:09:09.594Z,2020-09-02T07:51:01.668Z,,1.728,,,,,,711,,0
481,available,sample,2,2020-07-24T16:22:47.838Z,2020-07-24T16:24:16.669Z,0,,1087,7,,2020-07-24T16:21:50.964Z,2020-09-02T07:51:01.181Z,,1.728,,,,,,706,,0
483,delayed,sample,0,2020-07-24T16:24:51.941Z,2020-07-24T16:25:44.072Z,7,,1095,7,,2020-07-24T16:24:43.617Z,2020-09-02T07:51:01.214Z,,1.728,,,2020-07-24T16:25:40.438Z,,,714,,0
469,initial,sample,0,2020-07-24T14:51:07.652Z,2020-07-24T14:51:27.877Z,,,1086,7,218,2020-07-24T14:50:48.361Z,2020-09-02T07:51:01.035Z,,1.98,m,,,,,705,,0
480,available,sample,0,2020-07-24T16:22:47.838Z,2020-07-24T16:24:14.745Z,0,,1092,7,,2020-07-24T16:21:26.748Z,2020-09-02T07:51:01.164Z,,1.728,,,,,,711,,0
1629,available,sample,2,2021-04-27T05:06:44.715Z,2021-05-02T06:36:27.877Z,,,2256,340,,2021-04-27T05:06:27.974Z,2021-05-02T06:36:27.895Z,,11.4,,,,,,2336,,
1156,delivered,sample,10,2020-12-03T06:45:07.521Z,,,,1046,290,,2020-12-03T06:27:28.051Z,2021-05-03T19:24:00.618Z,184,1.93,,,,,,665,USD,19.3
