id,status,type,quantity,requested_at,closed_at,delay_days,delay_note,material_id,user_id,project_id,created_at,updated_at,order_id,price,price_unit,surcharge,accepted_at,deleted_at,origin_quantity,variant_id,currency,bought_price
1157,delivered,sample,40,2020-12-03T06:45:07.521Z,,,,1048,290,,2020-12-03T06:37:42.212Z,2021-05-03T19:24:00.633Z,184,1.93,,,,,,667,USD,77.2
1183,delivered,sample,933,2020-12-07T07:45:42.548Z,,,,1015,290,,2020-12-07T06:38:47.412Z,2021-05-03T19:24:00.647Z,188,1.93,,,,,,634,USD,1800.69
1454,initial,swatch,1,,,,,951,455,,2021-03-12T15:56:55.515Z,2021-03-12T15:56:55.515Z,,0,,,,,,570,,
1455,initial,swatch,1,,,,,2011,455,,2021-03-12T15:58:31.069Z,2021-03-12T15:58:31.069Z,,0,,,,,,1961,,
1630,available,sample,2,2021-04-27T05:07:29.817Z,2021-06-15T12:08:40.645Z,,,2091,340,,2021-04-27T05:07:17.662Z,2021-06-15T12:08:40.654Z,,12.8,,,,,,2129,,
1184,delivered,sample,366,2020-12-07T07:45:42.548Z,,,,1022,290,,2020-12-07T06:39:17.153Z,2021-05-03T19:24:00.662Z,188,1.93,,,,,,641,USD,706.38
1852,placed,swatch,1,2021-06-16T12:17:05.401Z,,,,726,549,,2021-06-16T12:16:15.143Z,2021-07-12T13:01:46.205Z,,2,,,,,,401,EUR,1.65
1853,placed,swatch,1,2021-06-16T12:17:05.401Z,,,,1799,549,,2021-06-16T12:16:20.081Z,2021-07-12T13:02:17.857Z,,2,,,,,,1651,EUR,1.65
1456,initial,swatch,1,,,,,2017,455,,2021-03-12T15:58:56.530Z,2021-03-12T15:58:56.530Z,,0,,,,,,1967,,
1185,delivered,sample,375,2020-12-07T07:45:42.548Z,,,,1082,290,,2020-12-07T06:39:52.148Z,2021-05-03T19:24:00.678Z,188,3.36,,,,,,701,USD,1260
1114,delivered,sample,869,2020-11-23T11:33:53.288Z,,,,1013,290,,2020-11-23T11:30:02.850Z,2021-05-27T14:23:36.968Z,181,1.93,,,,,,632,USD,1677.17
1115,delivered,sample,363,2020-11-23T11:37:03.993Z,,,,1007,290,,2020-11-23T11:34:41.794Z,2021-05-03T19:24:00.708Z,181,1.93,,,,,,626,USD,700.59
1116,delivered,sample,476,2020-11-23T11:37:03.993Z,,,,1013,290,,2020-11-23T11:35:18.096Z,2021-05-03T19:24:00.722Z,181,1.93,,,,,,632,USD,918.68
1113,delivered,sample,83,2020-11-23T11:33:53.288Z,,,,1048,290,,2020-11-23T11:28:42.081Z,2021-05-03T19:24:00.737Z,181,1.93,,,,,,667,USD,160.19
1106,delivered,sample,108,2020-11-23T11:33:53.288Z,,,,820,290,,2020-11-23T11:24:48.474Z,2021-05-27T14:23:37.044Z,181,1.92,,,,,,448,USD,207.36
1111,delivered,sample,65,2020-11-23T11:33:53.288Z,,,,1032,290,,2020-11-23T11:27:56.831Z,2021-05-03T19:24:00.768Z,181,1.93,,,,,,651,USD,125.45
1104,delivered,sample,95,2020-11-23T11:33:53.288Z,,,,812,290,,2020-11-23T11:23:45.187Z,2021-05-03T19:24:00.783Z,181,1.92,,,,,,440,USD,182.4
1108,delivered,sample,152,2020-11-23T11:33:53.288Z,,,,1007,290,,2020-11-23T11:25:36.438Z,2021-05-03T19:24:00.802Z,181,1.93,,,,,,626,USD,293.36
470,initial,sample,1,2020-07-24T14:51:07.652Z,2020-07-24T14:51:26.924Z,,,244,7,218,2020-07-24T14:50:48.368Z,2020-09-02T07:51:01.052Z,,2.5,m,,,,,178,,0
1107,delivered,sample,401,2020-11-23T11:33:53.288Z,,,,1005,290,,2020-11-23T11:25:18.117Z,2021-05-03T19:24:00.832Z,181,1.93,,,,,,624,USD,773.93
1110,delivered,sample,337,2020-11-23T11:33:53.288Z,,,,1031,290,,2020-11-23T11:27:14.909Z,2021-05-03T19:24:00.847Z,181,2.4,,,,,,650,USD,808.8
1112,delivered,sample,150,2020-11-23T11:33:53.288Z,,,,1015,290,,2020-11-23T11:28:18.584Z,2021-05-03T19:24:00.862Z,181,1.93,,,,,,634,USD,289.5
468,initial,sample,1,2020-07-24T14:51:07.652Z,2020-07-24T14:51:25.990Z,,,1085,7,218,2020-07-24T14:50:48.352Z,2020-09-02T07:51:01.019Z,,1.98,m,,,,,704,,0
1182,delivered,sample,408,2020-12-07T07:45:42.548Z,,,,1012,290,,2020-12-07T06:38:07.459Z,2021-05-27T14:23:36.914Z,188,2.4,,,,,,631,USD,979.2
1713,available,sample,20,2021-05-05T06:24:49.286Z,2021-05-12T02:31:22.167Z,0,,391,69,,2021-05-05T06:20:26.596Z,2021-05-12T02:31:22.176Z,,3.72,,,,,,1862,,0
130,available,swatch,2,2020-03-25T20:47:15.831Z,2020-04-07T10:00:05.714Z,,,240,7,,2020-03-25T20:45:14.036Z,2020-09-02T07:50:57.797Z,,0,,,,,,176,,0
1170,delivered,sample,29,2020-12-03T11:33:23.082Z,,,,811,290,,2020-12-03T11:33:13.070Z,2021-05-03T19:24:00.907Z,185,1.92,,,,,,439,USD,55.68
1164,delivered,sample,711,2020-12-03T11:33:23.082Z,,,,1013,290,,2020-12-03T11:27:45.884Z,2021-05-03T19:24:00.922Z,185,1.93,,,,,,632,USD,1372.23
1169,delivered,sample,352,2020-12-03T11:33:23.082Z,,,,1007,290,,2020-12-03T11:29:40.085Z,2021-05-03T19:24:00.952Z,185,1.93,,,,,,626,USD,679.36
1161,delivered,sample,400,2020-12-03T11:33:23.082Z,,,,1044,290,,2020-12-03T11:26:27.450Z,2021-05-03T19:24:00.967Z,185,1.93,,,,,,663,USD,772
1165,delivered,sample,238,2020-12-03T11:33:23.082Z,,,,1014,290,,2020-12-03T11:28:16.601Z,2021-05-03T19:24:00.981Z,185,1.93,,,,,,633,USD,459.34
1160,delivered,sample,172,2020-12-03T11:33:23.082Z,,,,1046,290,,2020-12-03T11:26:09.443Z,2021-05-03T19:24:00.997Z,185,1.93,,,,,,665,USD,331.96
1167,delivered,sample,410,2020-12-03T11:33:23.082Z,,,,1022,290,,2020-12-03T11:28:53.354Z,2021-05-03T19:24:01.012Z,185,1.93,,,,,,641,USD,791.3
1159,delivered,sample,402,2020-12-03T11:33:23.082Z,,0,,1047,290,,2020-12-03T11:25:51.809Z,2021-05-03T19:24:01.043Z,185,1.93,,,,,,666,USD,775.86
1158,delivered,sample,435,2020-12-03T11:33:23.082Z,,0,,1048,290,,2020-12-03T11:25:31.832Z,2021-05-03T19:24:01.058Z,185,1.93,,,,,,667,USD,839.55
1168,delivered,sample,357,2020-12-03T11:33:23.082Z,,,,1005,290,,2020-12-03T11:29:20.186Z,2021-05-03T19:24:01.073Z,185,1.93,,,,,,624,USD,689.01
1139,delivered,sample,695,2020-12-03T06:45:07.521Z,,,,1044,290,,2020-11-25T10:15:51.561Z,2021-05-03T19:24:01.089Z,184,1.93,,,,,,663,USD,1341.35
1137,delivered,sample,809,2020-12-03T06:45:07.521Z,,,,1015,290,,2020-11-25T10:13:55.457Z,2021-05-03T19:24:01.104Z,184,1.93,,,,,,634,USD,1561.37
1132,delivered,sample,799,2020-12-03T06:45:07.521Z,,,,1013,290,,2020-11-25T10:03:19.151Z,2021-05-03T19:24:01.119Z,184,1.93,,,,,,632,USD,1542.07
1138,delivered,sample,21,2020-12-03T06:45:07.521Z,,,,1043,290,,2020-11-25T10:15:41.245Z,2021-05-03T19:24:01.150Z,184,1.93,,,,,,662,USD,40.53
1131,delivered,sample,505,2020-12-03T06:45:07.521Z,,,,1007,290,,2020-11-25T10:02:41.722Z,2021-05-03T19:24:01.165Z,184,1.93,,,,,,626,USD,974.65
1136,delivered,sample,80,2020-12-03T06:45:07.521Z,,,,1006,290,,2020-11-25T10:13:01.253Z,2021-05-03T19:24:01.180Z,184,1.93,,,,,,625,USD,154.4
1135,delivered,sample,80,2020-12-03T06:45:07.521Z,,,,814,290,,2020-11-25T10:12:16.031Z,2021-05-03T19:24:01.195Z,184,1.92,,,,,,442,USD,153.6
1133,delivered,sample,21,2020-12-03T06:45:07.521Z,,,,821,290,,2020-11-25T10:11:41.590Z,2021-05-03T19:24:01.211Z,184,1.92,,,,,,449,USD,40.32
1714,initial,swatch,1,,,,,2112,416,,2021-05-05T08:47:31.364Z,2021-05-05T08:47:31.364Z,,2,,,,,,2140,,0
1715,initial,sample,50,,,,,2090,416,,2021-05-05T08:51:37.025Z,2021-05-05T08:51:37.025Z,,12.35,,,,,,2113,,0
1162,delivered,sample,51,2020-12-03T11:33:23.082Z,,,,1043,290,,2020-12-03T11:26:43.539Z,2021-05-27T14:23:37.118Z,185,1.93,,,,,,662,USD,98.43
1163,delivered,sample,1210,2020-12-03T11:33:23.082Z,,,,1015,290,,2020-12-03T11:27:12.122Z,2021-05-27T14:23:37.162Z,185,1.93,,,,,,634,USD,2335.3
1718,available,swatch,1,2021-05-05T09:09:52.208Z,,,,2332,448,,2021-05-05T09:08:14.698Z,2021-05-05T15:00:12.201Z,,2,,,,,,2584,,0
1166,delivered,sample,67,2020-12-03T11:33:23.082Z,,,,1012,290,,2020-12-03T11:28:31.551Z,2021-05-27T14:23:37.244Z,185,2.4,,,,,,631,USD,160.8
1754,delayed,sample,500,2021-05-13T08:22:33.882Z,2021-05-13T08:38:06.209Z,7,,277,7,,2021-05-13T08:22:16.359Z,2021-05-13T08:38:06.220Z,,2.5,,150,2021-05-13T08:23:56.036Z,,,199,,0
1134,delivered,sample,11,2020-12-03T06:45:07.521Z,,,,812,290,,2020-11-25T10:12:02.237Z,2021-05-27T14:23:37.360Z,184,1.92,,,,,,440,USD,21.12
526,available,sample,4,2020-07-28T05:08:53.853Z,2020-08-03T14:08:56.118Z,0,,666,7,,2020-07-28T05:08:25.363Z,2020-09-02T07:51:01.513Z,,2.1,,,,,,375,,0
571,available,sample,5,2020-08-03T14:09:39.468Z,2020-08-03T14:21:11.511Z,,,1087,7,,2020-08-03T14:09:21.314Z,2020-09-02T07:51:01.687Z,,1.728,,,,,,706,,0
572,initial,sample,3,2020-08-03T14:10:16.750Z,2020-08-09T16:18:31.428Z,5,,1089,7,,2020-08-03T14:10:10.746Z,2020-09-02T07:51:01.705Z,,1.728,,,,,,708,,0
333,delayed,sample,10,2020-06-12T15:00:08.123Z,2020-06-26T04:26:19.440Z,14,Small MOQ surcharged ,278,7,,2020-06-12T14:59:56.599Z,2020-09-02T07:50:59.711Z,,2.5,,10,2020-06-12T15:01:49.960Z,,,200,,0
346,delayed,sample,10,2020-06-23T08:29:56.444Z,2020-07-01T00:31:49.853Z,14,MOQ applies for order below 10m,190,7,,2020-06-23T08:29:45.377Z,2020-09-02T07:50:59.892Z,,3.8,,10,2020-06-23T08:31:18.933Z,,,145,,0
1351,delivered,sample,252,2021-02-19T07:27:29.185Z,,,,391,381,,2021-02-19T07:27:25.021Z,2021-05-12T10:17:25.423Z,211,3.72,,,,,,1862,USD,937.44
1784,delivered,sample,10,2021-05-28T10:59:53.141Z,,7,,2249,168,,2021-05-28T10:59:38.643Z,2021-06-13T16:14:49.907Z,251,17.9,,,2021-06-01T09:21:02.100Z,,,2277,EUR,146.71
1272,delivered,sample,350,2021-01-19T08:22:40.462Z,,54,custom handling surcharge,391,379,,2021-01-19T08:22:22.058Z,2021-05-03T19:24:01.226Z,199,3.72,,150,2021-01-22T10:53:47.461Z,,,1862,USD,1452
1311,delivered,sample,92,2021-01-22T11:53:09.794Z,,50,For customized new item we called it RC-PM0396,1668,87,,2021-01-22T11:42:26.599Z,2021-05-03T19:24:01.242Z,202,5.4,,550,2021-01-25T10:20:54.766Z,,,1866,USD,1046.8
1278,delivered,sample,2102.15,2021-01-20T06:22:08.238Z,,54,Custom handling surcharge USD $150,391,381,,2021-01-20T06:21:21.902Z,2021-05-27T14:23:37.575Z,198,3.72,,150,2021-01-22T10:21:12.854Z,,,1862,USD,7969.998
348,delayed,sample,10,2020-06-25T13:21:43.924Z,2020-07-07T21:43:17.293Z,14,examples,1089,7,,2020-06-25T13:21:27.968Z,2020-09-02T07:50:59.908Z,,1.728,,10,2020-06-25T13:26:15.186Z,,,708,,0
1785,initial,swatch,1,,,,,2030,264,,2021-05-28T11:39:53.199Z,2021-05-28T11:39:53.199Z,,2,,,,,,1980,,0
1191,delivered,sample,1002,2020-12-07T07:45:42.548Z,,,,1024,290,,2020-12-07T07:34:52.697Z,2021-05-03T19:24:01.286Z,188,1.93,,,,,,643,USD,1933.86
1194,delivered,sample,592,2020-12-07T07:45:42.548Z,,,,1031,290,,2020-12-07T07:37:31.853Z,2021-05-03T19:24:01.301Z,188,2.4,,,,,,650,USD,1420.8
1192,delivered,sample,388,2020-12-07T07:45:42.548Z,,,,1006,290,,2020-12-07T07:36:10.913Z,2021-05-03T19:24:01.316Z,188,1.93,,,,,,625,USD,748.84
1196,delivered,sample,201,2020-12-07T07:45:42.548Z,,,,1020,290,,2020-12-07T07:39:41.564Z,2021-05-03T19:24:01.332Z,188,0.9,,,,,,639,USD,180.9
1195,delivered,sample,5,2020-12-07T07:45:42.548Z,,,,1007,290,,2020-12-07T07:38:34.420Z,2021-05-03T19:24:01.346Z,188,1.93,,,,,,626,USD,9.65
1193,delivered,sample,1020,2020-12-07T07:45:42.548Z,,,,1013,290,,2020-12-07T07:37:02.258Z,2021-05-03T19:24:01.361Z,188,1.93,,,,,,632,USD,1968.6
1271,delivered,sample,45,2021-01-18T13:40:33.305Z,,0,,1145,341,,2021-01-18T12:46:50.822Z,2021-05-03T19:24:01.377Z,208,45,,,,,,1778,USD,2025
1270,delivered,sample,45,2021-01-18T13:40:33.305Z,,0,,1145,341,,2021-01-18T12:46:45.982Z,2021-05-03T19:24:01.392Z,208,45,,,,,,756,USD,2025
1720,available,sample,5,2021-05-05T13:50:29.808Z,,,,2231,448,,2021-05-05T13:27:44.996Z,2021-05-05T15:00:12.226Z,,7.89,,,,,,2259,,0
1755,delayed,sample,1,2021-05-14T10:34:21.170Z,2021-05-19T07:20:15.181Z,7,,2249,168,,2021-05-13T18:30:33.789Z,2021-05-19T07:20:15.188Z,,17.9,,,2021-05-19T07:19:31.007Z,,,2277,,0
433,available,sample,30,2020-07-24T11:36:57.974Z,2020-07-24T14:51:29.111Z,0,,1087,7,,2020-07-21T14:07:19.997Z,2020-09-02T07:51:00.720Z,,1.728,,,,,,706,,0
42,available,swatch,2,2020-01-28T09:47:33.143Z,2020-02-12T08:25:23.219Z,,,192,7,,2020-01-28T09:47:23.058Z,2020-09-02T07:50:56.947Z,,0,,,,,,147,,0
752,available,sample,30,2020-10-01T13:35:31.774Z,2020-10-01T13:37:29.650Z,0,,275,7,,2020-10-01T13:35:26.426Z,2020-10-01T13:37:29.657Z,,2.5,,30,,,,197,,0
1330,initial,sample,3,,,,,1186,289,,2021-02-09T10:32:30.220Z,2021-02-09T10:32:30.220Z,,83,,,,,,790,,
1331,initial,sample,3,,,,,1178,289,,2021-02-09T10:33:06.870Z,2021-02-09T10:33:06.870Z,,66,,,,,,782,,
1332,initial,sample,3,,,,,1172,289,,2021-02-09T10:33:58.609Z,2021-02-09T10:33:58.609Z,,60.5,,,,,,776,,
1333,initial,sample,3,,,,,1177,289,,2021-02-09T10:34:29.435Z,2021-02-09T10:34:29.435Z,,132,,,,,,781,,
1334,initial,sample,3,,,,,1181,289,,2021-02-09T10:34:45.198Z,2021-02-09T10:34:45.198Z,,60.5,,,,,,785,,
1335,initial,sample,3,,,,,1179,289,,2021-02-09T10:35:07.034Z,2021-02-09T10:35:07.034Z,,61,,,,,,783,,
1336,initial,sample,1,,,,,1404,289,,2021-02-09T10:36:39.544Z,2021-02-09T10:36:39.544Z,,12.76,,,,,,997,,
1562,available,swatch,1,2021-04-09T04:05:48.446Z,,,,2232,207,,2021-04-09T04:05:00.960Z,2021-04-09T08:10:59.216Z,,0,,,,,,2260,,
1292,delivered,sample,412,2021-01-21T02:13:53.399Z,,,,1619,299,,2021-01-21T02:13:43.977Z,2021-05-03T19:24:01.408Z,193,3.26,,,,,,1347,USD,1343.12
1291,delivered,sample,412,2021-01-21T02:13:53.399Z,,,,1616,299,,2021-01-21T02:13:19.890Z,2021-05-03T19:24:01.423Z,193,3.26,,,,,,1344,USD,1343.12
1721,initial,swatch,1,,,,,2112,436,,2021-05-05T17:53:20.304Z,2021-05-05T17:53:20.304Z,,2,,,,,,2140,,0
1786,initial,sample,10,2021-05-29T12:51:44.227Z,2021-06-01T07:22:48.814Z,,,2249,168,,2021-05-29T12:51:31.174Z,2021-06-01T07:22:48.823Z,,17.9,,,,,,2277,,0
746,available,sample,20,2020-09-28T20:43:56.377Z,2020-09-28T21:11:32.896Z,0,,288,7,,2020-09-28T20:43:48.260Z,2020-09-28T21:11:32.904Z,,2.5,,,,,,209,,0
748,available,sample,10000,2020-09-29T13:07:03.145Z,2020-09-29T13:13:59.312Z,0,,265,7,,2020-09-29T13:06:58.379Z,2020-09-29T13:13:59.320Z,,2.5,,,,,,189,,0
807,delayed,sample,5,2020-10-12T07:19:44.338Z,2020-10-12T07:21:15.287Z,14,$50 for small quantity. ,190,7,,2020-10-12T07:19:28.672Z,2020-10-12T07:21:15.294Z,,3.8,,50,2020-10-12T07:21:12.594Z,,,145,,0
1039,available,sample,20,2020-11-17T14:20:35.251Z,2020-11-17T14:30:23.690Z,0,,200,7,,2020-11-17T14:20:31.481Z,2020-11-17T14:30:23.698Z,,8.25,,,,,,155,,0
1038,delayed,sample,20,2020-11-17T14:20:35.251Z,2020-11-17T14:30:25.096Z,14,,189,7,,2020-11-17T14:20:16.163Z,2020-11-17T14:30:25.104Z,,3.9,,,2020-11-17T14:21:51.305Z,,,144,,0
113,available,swatch,1,2020-03-19T09:19:16.461Z,2020-04-07T10:00:13.987Z,,,267,7,,2020-03-19T09:19:06.293Z,2020-09-02T07:50:57.705Z,,0,,,,,,191,,0
1152,available,sample,5,2020-11-26T14:45:08.470Z,2021-01-21T08:59:34.702Z,0,ncaoh,1577,7,,2020-11-26T14:44:57.545Z,2021-01-21T08:59:34.709Z,,1.6,,,,,,1305,,0
129,available,swatch,2,2020-03-25T20:47:15.831Z,2020-04-07T10:00:08.200Z,,,267,7,,2020-03-25T20:45:06.539Z,2020-09-02T07:50:57.782Z,,0,,,,,,191,,0
128,available,swatch,2,2020-03-25T20:47:15.831Z,2020-04-07T10:00:09.429Z,,,238,7,,2020-03-25T20:44:55.333Z,2020-09-02T07:50:57.767Z,,0,,,,,,174,,0
210,available,swatch,2,2020-04-27T15:44:48.254Z,2020-05-19T05:23:52.520Z,,,287,7,,2020-04-27T15:44:34.129Z,2020-09-02T07:50:58.414Z,,0,,,,,,208,,0
1317,initial,sample,2,2021-01-26T01:23:34.263Z,2021-02-09T15:22:33.319Z,,,1665,381,,2021-01-26T01:23:16.206Z,2021-02-09T15:22:33.328Z,,0,,,,,,1402,,
349,available,swatch,1,2020-06-26T04:26:07.621Z,2020-07-07T21:43:04.665Z,3,,1095,7,,2020-06-26T04:26:02.457Z,2020-09-02T07:50:59.924Z,,0,,,2020-07-06T14:19:25.397Z,,,714,,0
1337,initial,sample,500,,,,,1734,180,,2021-02-09T15:36:02.926Z,2021-02-09T15:36:02.926Z,,5.4,,,,,,1480,,
126,available,swatch,2,2020-03-25T20:47:15.831Z,2020-04-07T10:00:12.368Z,,,260,7,,2020-03-25T20:44:36.553Z,2020-09-02T07:50:57.736Z,,0,,,,,,185,,0
326,available,swatch,1,2020-06-11T11:45:30.814Z,2020-06-23T07:56:06.783Z,,,554,7,,2020-06-11T11:45:24.254Z,2020-09-02T07:50:59.632Z,,0,,,,,,295,,0
1514,initial,swatch,1,2021-03-19T09:20:39.138Z,,,,1828,7,,2021-03-19T09:20:29.645Z,2021-03-19T09:20:29.645Z,,0,,,,,,1686,,0
410,available,swatch,1,2020-07-16T17:00:07.592Z,2020-07-24T14:51:34.255Z,,,1088,7,,2020-07-16T17:00:02.325Z,2020-09-02T07:51:00.572Z,,0,,,,,,707,,0
482,available,swatch,2,2020-07-24T16:24:51.941Z,2020-07-24T16:25:35.955Z,,,1087,7,,2020-07-24T16:24:28.673Z,2020-09-02T07:51:01.198Z,,0,,,,,,706,,0
559,available,swatch,1,2020-08-03T14:09:39.468Z,2020-08-03T14:21:08.057Z,,,666,7,,2020-07-30T11:55:53.977Z,2020-09-02T07:51:01.532Z,,0,,,,,,375,,0
598,delayed,swatch,1,2020-08-09T16:18:53.819Z,2020-08-09T16:19:23.443Z,5,,1304,7,,2020-08-09T16:18:48.226Z,2020-09-02T07:51:02.207Z,,0,,,,,,900,,0
1315,available,swatch,1,2021-01-25T12:44:38.378Z,2021-02-11T13:31:56.857Z,,,1577,7,,2021-01-25T12:44:29.496Z,2021-02-11T13:31:56.863Z,,0,,,,,,1305,,0
1409,delivered,sample,40,2021-02-26T11:29:04.123Z,,,,391,379,,2021-02-26T11:28:45.480Z,2021-05-03T19:24:01.438Z,214,3.72,,,,,,1862,USD,148.8
1410,delivered,sample,82,2021-02-26T11:29:04.123Z,,,,391,379,,2021-02-26T11:28:58.341Z,2021-05-03T19:24:01.453Z,214,3.72,,,,,,1083,USD,305.04
1880,available,swatch,1,2021-06-24T09:30:02.068Z,2021-07-02T04:47:24.224Z,,,2301,551,,2021-06-24T09:29:48.353Z,2021-07-02T04:47:24.234Z,,2,,,,,,2553,,0
1483,delivered,swatch,1,2021-03-14T14:51:36.110Z,,,,1976,433,,2021-03-14T14:27:55.822Z,2021-05-03T19:24:01.468Z,219,0,,,,,,1926,USD,0
1787,delivered,sample,1,2021-05-30T10:21:02.616Z,,14,,1389,168,,2021-05-30T10:20:49.240Z,2021-06-14T06:07:21.943Z,253,34.54,,172,2021-06-04T07:13:52.260Z,,,982,EUR,206.54
1350,initial,sample,4,,,,,541,58,,2021-02-18T21:48:23.619Z,2021-02-18T21:48:23.619Z,,0,,,,,,283,,
127,available,swatch,2,2020-03-25T20:47:15.831Z,2020-04-07T10:00:11.337Z,,,277,7,,2020-03-25T20:44:45.979Z,2020-09-02T07:50:57.751Z,,0,,,,,,199,,0
1319,available,sample,5,2021-01-26T07:19:25.584Z,2021-01-27T17:08:43.869Z,0,,1577,7,,2021-01-26T07:19:12.697Z,2021-01-27T17:08:43.965Z,,1.6,,,,,,1305,,0
1821,available,swatch,2,2021-06-04T08:36:04.446Z,2021-06-04T08:38:30.717Z,,,937,7,,2021-06-03T21:35:58.396Z,2021-06-04T08:38:30.724Z,,2,,,,,,556,,0
1856,delivered,swatch,1,2021-06-16T12:41:59.750Z,,,,2364,7,,2021-06-16T12:41:54.187Z,2021-06-16T12:44:15.978Z,259,2,,,,,,2623,EUR,1.65
1651,initial,swatch,1,,,,,1145,497,,2021-04-27T14:28:26.646Z,2021-04-27T14:28:26.646Z,,2,,,,,,756,,
1653,initial,swatch,1,,,,,2052,497,,2021-04-27T14:30:25.654Z,2021-04-27T14:30:25.654Z,,2,,,,,,2002,,
1654,initial,swatch,1,,,,,2032,497,,2021-04-27T14:31:47.770Z,2021-04-27T14:31:47.770Z,,2,,,,,,1982,,
1652,initial,swatch,1,,,,,1230,497,,2021-04-27T14:29:31.969Z,2021-04-27T16:03:22.114Z,,29.5,,,,,,834,,
1814,available,sample,1000,2021-06-03T08:40:23.679Z,2021-06-04T08:38:37.650Z,,,276,7,,2021-06-02T08:27:26.323Z,2021-06-04T08:38:37.656Z,,2.5,,,,,,198,,0
1788,delivered,sample,1,2021-05-30T12:24:31.297Z,,,,2336,101,,2021-05-30T12:24:24.694Z,2021-06-15T09:24:02.814Z,250,0.82,,,,,,2595,USD,0.82
1723,delivered,sample,1,2021-05-06T10:45:00.886Z,,0,,2332,448,,2021-05-06T10:44:38.651Z,2021-06-02T15:06:43.222Z,242,16,,,,,,2584,USD,16
134,available,swatch,2,2020-03-25T20:47:15.831Z,2020-04-07T10:00:02.598Z,,,245,7,,2020-03-25T20:45:47.838Z,2020-09-02T07:50:57.859Z,,0,,,,,,179,,0
133,available,swatch,2,2020-03-25T20:47:15.831Z,2020-04-07T10:00:01.716Z,,,266,7,,2020-03-25T20:45:40.066Z,2020-09-02T07:50:57.843Z,,0,,,,,,190,,0
132,available,swatch,2,2020-03-25T20:47:15.831Z,2020-04-07T10:00:03.403Z,,,261,7,,2020-03-25T20:45:30.532Z,2020-09-02T07:50:57.828Z,,0,,,,,,186,,0
125,available,swatch,2,2020-03-25T20:47:15.831Z,2020-04-07T10:00:00.800Z,,,289,7,,2020-03-25T20:44:30.194Z,2020-09-02T07:50:57.721Z,,0,,,,,,210,,0
99,available,swatch,1,2020-03-06T05:06:06.091Z,2020-03-13T06:59:06.550Z,,,499,7,,2020-03-06T05:05:09.360Z,2020-09-02T07:50:57.674Z,,0,,,,,,265,,0
100,available,swatch,1,2020-03-06T05:06:06.091Z,2020-03-13T06:59:04.289Z,,,501,7,,2020-03-06T05:05:15.997Z,2020-09-02T07:50:57.690Z,,0,,,,,,267,,0
1857,initial,sample,1,2021-06-16T14:09:11.118Z,2021-07-06T20:25:04.761Z,,,1404,534,,2021-06-16T13:45:02.993Z,2021-07-06T20:25:04.768Z,,11.6,,,,,,997,,0
1367,delayed,sample,2,2021-02-19T15:20:49.080Z,2021-02-23T08:26:17.093Z,5,,742,412,,2021-02-19T13:10:57.075Z,2021-02-23T08:26:17.103Z,,27.4,,,,,,417,,
1858,initial,sample,2,2021-06-16T14:09:11.118Z,2021-07-06T20:25:06.597Z,,,1402,534,,2021-06-16T13:45:28.760Z,2021-07-06T20:25:06.605Z,,11.6,,,,,,995,,0
1859,delivered,swatch,1,2021-06-16T14:09:11.118Z,,,,2231,534,,2021-06-16T14:04:56.087Z,2021-07-12T08:23:47.039Z,262,2,,,,,,2259,EUR,1.68
1860,delivered,swatch,1,2021-06-16T14:09:11.118Z,,,,2359,534,,2021-06-16T14:05:41.713Z,2021-07-12T08:23:47.053Z,262,2,,,,,,2618,EUR,1.68
1861,delivered,swatch,1,2021-06-16T14:09:11.118Z,,,,2363,534,,2021-06-16T14:06:18.802Z,2021-07-12T08:23:47.084Z,262,2,,,,,,2622,EUR,1.68
1412,delivered,sample,450,2021-02-26T13:54:22.725Z,,14,,486,378,,2021-02-26T13:54:15.749Z,2021-07-26T15:48:00.514Z,215,20.45,,,2021-03-02T08:27:02.456Z,,,252,USD,9202.5
1864,delivered,swatch,1,2021-06-16T14:09:11.118Z,,,,2109,534,,2021-06-16T14:08:01.773Z,2021-07-12T08:23:46.995Z,262,2,,,,,,2137,EUR,1.68
1862,delivered,swatch,1,2021-06-16T14:09:11.118Z,,,,2357,534,,2021-06-16T14:06:53.303Z,2021-07-12T08:23:47.010Z,262,2,,,,,,2616,EUR,1.68
1863,delivered,swatch,1,2021-06-16T14:09:11.118Z,,,,2355,534,,2021-06-16T14:07:13.863Z,2021-07-12T08:23:47.024Z,262,2,,,,,,2614,EUR,1.68
1656,delivered,swatch,1,2021-04-29T16:17:53.656Z,,,,844,284,,2021-04-27T17:56:47.087Z,2021-05-26T06:51:30.741Z,234,2,,,,,,1203,USD,2
1657,delivered,swatch,1,2021-04-29T16:17:53.656Z,,,,843,284,,2021-04-27T17:57:05.582Z,2021-05-26T06:51:30.760Z,234,2,,,,,,1604,USD,2
1658,delivered,swatch,1,2021-04-29T16:17:53.656Z,,,,847,284,,2021-04-27T17:57:18.217Z,2021-05-26T06:51:30.775Z,234,2,,,,,,466,USD,2
1659,delivered,swatch,1,2021-04-29T16:17:53.656Z,,5,This item is currently being restocked,1411,284,,2021-04-27T17:57:38.623Z,2021-05-26T06:51:30.790Z,234,2,,,2021-04-29T18:19:10.632Z,,,1004,USD,2
1660,delivered,swatch,1,2021-04-29T16:17:53.656Z,,,,1209,284,,2021-04-27T17:57:48.546Z,2021-05-26T06:51:30.806Z,234,2,,,,,,813,USD,2
